area,price,Adress,floor,facade,road_in,car_parking,bedrooms,wc
180 ,95.0,"Phường Chương Dương Độ, Quận Hoàn Kiếm",0,0,0,0,0,0
220 ,85.0,", Quận Ba Đình",0,0,0,0,0,0
170 ,60.0,", Quận Đống Đa",0,0,0,0,0,0
220 ,55.0,", Quận Ba Đình",0,0,0,0,0,0
150 ,65.0,"Phường Cống Vị, Quận Ba Đình",0,0,0,0,0,0
450 ,195.0,"Phường Cống Vị, Quận Ba Đình",0,0,0,0,0,0
200 ,162.0,"Phường Bạch Đằng, Quận Hai Bà Trưng",0,0,0,0,0,0
90 ,26.8,", Quận Hai Bà Trưng",0,0,0,0,0,0
112 ,1000.0,"Phường Bồ Đề, Quận Long Biên",0,0,0,0,0,0
148 ,23.0,"Thị Trấn Trâu Quỳ, Huyện Gia Lâm",0,0,0,0,0,0
56 ,4.7,", Quận Hà Đông",5,4,9,0,0,0
90 ,16.8,"Thị Trấn Trâu Quỳ, Huyện Gia Lâm",0,0,0,0,4,0
65 ,22.75,"Phường Hàng Bồ, Quận Hoàn Kiếm",0,0,0,0,0,0
32 ,14.6,"Phường Nghĩa Tân, Quận Cầu Giấy",5,32,4,0,0,0
30 ,6.1,"Phường Mỹ Đình 1, Quận Nam Từ Liêm",5,0,0,0,0,0
32 ,3.6,"Phường La Khê, Quận Hà Đông",5,0,0,1,3,4
32 ,3.6,"Phường Quang Trung, Quận Hà Đông",5,0,0,1,3,4
85 ,14.3,"Thị Trấn Trâu Quỳ, Huyện Gia Lâm",4,0,45,0,0,0
102 ,15.0,"Thị Trấn Trâu Quỳ, Huyện Gia Lâm",4,0,0,0,0,0
63 ,21.0,"Phường Nam Đồng, Quận Đống Đa",5,4,8,2,5,6
45 ,7.35,"Phường Phúc La, Quận Hà Đông",3,32,12,1,4,0
315 ,32.0,"Phường Hàng Bài, Quận Hoàn Kiếm",3,11,0,0,2,3
101 ,25.0,"Phường Trung Hòa, Quận Cầu Giấy",4,6,20,0,4,4
42 ,10.8,"Phường Trung Liệt, Quận Đống Đa",3,37,4,0,3,2
54 ,27.0,"Phường Phan Chu Trinh, Quận Hoàn Kiếm",5,6,0,0,0,0
55 ,17.6,"Phường Trung Hòa, Quận Cầu Giấy",6,6,0,4,4,0
45 ,11.0,"Phường Văn Quán, Quận Hà Đông",4,38,12,0,3,0
87 ,18.0,"Phường Phúc La, Quận Hà Đông",6,45,12,2,4,5
44 ,21.5,"Phường Dịch Vọng Hậu, Quận Cầu Giấy",7,4,14,4,2,0
54 ,10.0,"Phường Ô Chợ Dừa, Quận Đống Đa",7,4,0,0,6,5
48 ,10.0,"Phường Láng Thượng, Quận Đống Đa",5,41,10,2,4,6
56 ,12.0,"Phường Yên Hòa, Quận Cầu Giấy",2,6,12,0,0,0
80 ,21.0,"Phường Dịch Vọng, Quận Cầu Giấy",8,5,9,0,8,8
20 ,5.2,"Phường Bưởi, Quận Tây Hồ",2,3,50,0,1,1
70 ,42.0,"Phường Hàng Đào, Quận Hoàn Kiếm",2,39,15,4,2,0
20 ,45.0,"Phường Bưởi, Quận Tây Hồ",2,7,15,4,2,1
83 ,22.95,"Phường Liễu Giai, Quận Ba Đình",4,41,25,4,3,3
450 ,45.0,"Phường Quảng An, Quận Tây Hồ",2,11,9,4,2,3
79 ,23.95,"Phường Cống Vị, Quận Ba Đình",4,8,18,4,3,4
60 ,5.0,"Phường Khương Đình, Quận Thanh Xuân",0,0,0,0,0,0
61 ,21.5,", Quận Đống Đa",0,0,0,0,0,0
100 ,24.5,"Phường Bưởi, Quận Tây Hồ",0,0,0,0,0,0
70 ,31.0,", Quận Cầu Giấy",0,0,0,0,0,0
700 ,145.0,", Quận Tây Hồ",0,0,0,0,0,0
145 ,48.0,"Phường Dịch Vọng, Quận Cầu Giấy",0,0,0,0,0,0
120 ,43.0,", Quận Cầu Giấy",0,0,0,0,0,0
155 ,64.0,", Quận Cầu Giấy",0,0,0,0,0,0
500 ,190.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
1220 ,180.0,", Quận Đống Đa",0,0,0,0,0,0
400 ,3.12,"Phường Chương Dương Độ, Quận Hoàn Kiếm",0,0,0,0,0,0
100 ,86.0,"Phường Chương Dương Độ, Quận Hoàn Kiếm",0,0,0,0,0,0
170 ,1.33,"Phường Bạch Đằng, Quận Hai Bà Trưng",0,0,0,0,0,0
222 ,69.0,", Quận Hai Bà Trưng",0,0,0,0,0,0
80 ,26.0,"Phường Bưởi, Quận Tây Hồ",0,0,0,0,0,0
105 ,0.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
65 ,17.0,"Phường Cống Vị, Quận Ba Đình",0,0,0,0,0,0
60 ,16.0,"Phường Cống Vị, Quận Ba Đình",0,0,0,0,0,0
68 ,28.9,"Phường Nghĩa Đô, Quận Cầu Giấy",8,45,30,0,8,8
328 ,500.0,"Phường Hàng Buồm, Quận Hoàn Kiếm",11,0,0,0,0,0
375 ,260.0,"Phường Trần Hưng Đạo, Quận Hoàn Kiếm",0,0,0,0,0,0
60 ,14.5,"Phường Nghĩa Đô, Quận Cầu Giấy",5,45,20,0,4,4
55 ,37.0,"Phường Trung Hòa, Quận Cầu Giấy",4,42,40,1,4,4
102 ,25.0,"Phường Khương Mai, Quận Thanh Xuân",9,8,4,0,0,0
79 ,23.0,"Phường Dịch Vọng, Quận Cầu Giấy",5,0,9,1,5,5
80 ,12.5,"Phường Nghĩa Đô, Quận Cầu Giấy",3,0,7,0,4,4
50 ,5.5,"Phường Phúc La, Quận Hà Đông",5,0,6,0,6,0
172 ,68.0,"Phường Hạ Đình, Quận Thanh Xuân",0,0,0,0,0,0
96 ,22.0,"Phường Khương Trung, Quận Thanh Xuân",8,45,30,1,11,11
150 ,33.0,"Phường Văn Miếu, Quận Đống Đa",6,6,32,2,6,6
50 ,11.6,"Phường Láng Hạ, Quận Đống Đa",4,5,8,4,4,3
137 ,0.0,"Phường Hàng Mã, Quận Hoàn Kiếm",0,0,0,0,0,0
51 ,50.0,"Phường Quảng An, Quận Tây Hồ",5,4,6,0,6,6
235 ,248.0,"Phường Quảng An, Quận Tây Hồ",7,7,8,0,11,11
255 ,0.0,"Phường Cầu Diễn, Quận Nam Từ Liêm",0,0,0,0,0,0
58 ,19.6,"Phường Định Công, Quận Hoàng Mai",5,45,12,0,0,0
99 ,50.0,"Phường Chương Dương Độ, Quận Hoàn Kiếm",2,4,20,0,5,2
48 ,25.0,", Quận Hai Bà Trưng",0,0,0,0,0,0
135 ,48.0,"Phường Đồng Tâm, Quận Hai Bà Trưng",0,0,0,0,0,0
230 ,110.0,"Phường Ô Chợ Dừa, Quận Đống Đa",5,11,20,0,0,0
224 ,110.0,"Phường Cát Linh, Quận Đống Đa",6,0,0,0,0,0
35 ,14.0,"Phường Dịch Vọng, Quận Cầu Giấy",5,0,0,0,0,0
35 ,14.0,"Phường Dịch Vọng, Quận Cầu Giấy",5,0,0,0,0,0
196 ,56.0,"Phường Ngã Tư Sở, Quận Đống Đa",0,0,0,0,0,0
35 ,14.0,"Phường Dịch Vọng, Quận Cầu Giấy",5,4,0,0,0,0
55 ,17.6,"Phường Ô Chợ Dừa, Quận Đống Đa",5,0,5,0,4,4
68 ,8.6,"Phường Cổ Nhuế 1, Quận Bắc Từ Liêm",0,4,9,0,0,0
80 ,9.5,"Phường Phương Mai, Quận Đống Đa",5,4,10,0,5,5
60 ,16.0,"Phường Mai Dịch, Quận Cầu Giấy",2,5,16,0,2,2
95 ,43.0,"Phường Láng Hạ, Quận Đống Đa",3,9,0,0,0,0
100 ,25.0,"Phường Cầu Diễn, Quận Nam Từ Liêm",5,7,8,0,8,9
45 ,7.2,"Phường Thượng Đình, Quận Thanh Xuân",7,4,20,0,4,4
70 ,8.9,"Phường Thanh Xuân Trung, Quận Thanh Xuân",4,5,10,0,4,4
70 ,30.0,"Phường Tứ Liên, Quận Tây Hồ",7,0,0,0,0,0
130 ,56.6,"Phường Cát Linh, Quận Đống Đa",3,5,0,0,0,0
65 ,15.5,"Phường Cầu Diễn, Quận Nam Từ Liêm",5,12,30,0,0,0
50 ,5.95,"Phường Ngã Tư Sở, Quận Đống Đa",0,0,0,0,0,0
110 ,48.0,"Phường Ngọc Khánh, Quận Ba Đình",7,7,15,4,8,10
42 ,8.0,"Phường Khương Đình, Quận Thanh Xuân",4,0,20,0,4,0
51 ,24.0,"Phường Trung Hòa, Quận Cầu Giấy",4,4,30,0,0,0
35 ,41.0,"Phường Thịnh Quang, Quận Đống Đa",4,4,3,0,3,4
60 ,31.5,"Phường Ô Chợ Dừa, Quận Đống Đa",9,5,30,0,8,8
64 ,31.0,"Phường Trung Liệt, Quận Đống Đa",0,0,0,0,0,0
59 ,21.0,"Phường Phố Huế, Quận Hai Bà Trưng",0,0,24,0,0,0
81 ,40.0,"Phường Láng Hạ, Quận Đống Đa",0,0,0,0,0,0
191 ,0.095,"Phường Yên Hòa, Quận Cầu Giấy",8,10,10,0,0,0
305 ,0.129,"Phường Hạ Đình, Quận Thanh Xuân",9,105,15,4,8,8
155 ,100.0,"Phường Thụy Khuê, Quận Tây Hồ",7,6,115,3,6,6
150 ,85.0,"Phường Hàng Mã, Quận Hoàn Kiếm",6,5,115,2,6,6
118 ,38.0,"Phường Ô Chợ Dừa, Quận Đống Đa",5,66,8,2,5,5
150 ,0.0,"Phường Trung Liệt, Quận Đống Đa",8,0,0,0,0,0
106 ,3.5,"Phường Kim Liên, Quận Đống Đa",9,5,75,0,11,9
400 ,13.5,"Thị Trấn Trâu Quỳ, Huyện Gia Lâm",1,15,22,3,3,2
70 ,31.0,"Phường Trung Hòa, Quận Cầu Giấy",7,5,20,0,4,4
90 ,10.8,"Phường Trung Hòa, Quận Cầu Giấy",4,7,10,0,4,4
60 ,11.8,"Phường Long Biên, Quận Long Biên",0,0,0,0,0,0
85 ,17.0,"Phường Việt Hưng, Quận Long Biên",0,5,0,0,0,0
83 ,29.0,"Phường Bưởi, Quận Tây Hồ",4,6,12,1,5,3
65 ,25.9,"Phường Nghĩa Đô, Quận Cầu Giấy",0,0,0,0,0,0
30 ,2.45,"Xã Tả Thanh Oai, Huyện Thanh Trì",4,4,2,0,3,3
65 ,25.0,"Phường Cát Linh, Quận Đống Đa",7,5,30,0,7,7
71 ,0.09,"Phường Tân Mai, Quận Hoàng Mai",5,36,2,0,0,0
101 ,22.0,"Phường Vạn Phúc, Quận Hà Đông",5,11,18,0,5,5
55 ,10.5,"Phường Thanh Xuân Nam, Quận Thanh Xuân",5,0,20,0,4,0
50 ,16.0,"Phường Mai Dịch, Quận Cầu Giấy",0,0,0,0,0,0
80 ,16.2,"Phường Thanh Xuân Nam, Quận Thanh Xuân",0,42,20,0,0,0
66 ,16.0,"Phường Phú Đô, Quận Nam Từ Liêm",8,55,7,3,6,0
44 ,0.0,"Phường Nhân Chính, Quận Thanh Xuân",0,0,0,0,0,0
50 ,8.5,"Phường La Khê, Quận Hà Đông",0,0,0,0,0,0
181 ,90.0,"Phường Trung Liệt, Quận Đống Đa",10,65,20,0,10,10
140 ,68.0,"Phường Yên Hòa, Quận Cầu Giấy",9,65,30,4,0,0
45 ,6.72,"Phường Quang Trung, Quận Hà Đông",4,4,13,0,4,3
55 ,4.5,"Xã Kim Chung, Huyện Hoài Đức",5,5,7,0,4,0
50 ,7.1,"Phường Phương Liệt, Quận Thanh Xuân",5,41,5,0,4,4
30 ,3.55,"Phường Thụy Phương, Quận Bắc Từ Liêm",5,4,4,0,3,4
110 ,15.9,"Phường Khương Đình, Quận Thanh Xuân",5,54,10,0,4,4
65 ,15.0,"Phường Thanh Xuân Trung, Quận Thanh Xuân",5,5,10,0,4,4
50 ,4.0,"Phường Đồng Tâm, Quận Hai Bà Trưng",0,0,0,0,0,0
43 ,7.0,"Phường La Khê, Quận Hà Đông",4,45,12,0,4,4
100 ,10.0,"Phường Nhân Chính, Quận Thanh Xuân",4,5,15,0,6,5
88 ,22.0,"Phường Thanh Xuân Nam, Quận Thanh Xuân",7,5,12,4,5,5
56 ,38.8,"Phường Quan Hoa, Quận Cầu Giấy",9,65,0,0,0,0
160 ,16.0,"Phường Nhật Tân, Quận Tây Hồ",8,7,20,0,11,11
48 ,10.1,"Phường Quang Trung, Quận Hà Đông",1,4,24,0,1,1
50 ,0.2,"Phường Bưởi, Quận Tây Hồ",5,5,4,0,0,0
130 ,62.9,"Phường Cát Linh, Quận Đống Đa",5,48,30,4,6,6
65 ,22.5,"Phường Khương Mai, Quận Thanh Xuân",4,43,30,4,4,4
68 ,40.0,"Phường Bạch Đằng, Quận Hai Bà Trưng",8,5,30,4,4,8
110 ,35.0,"Phường Ngã Tư Sở, Quận Đống Đa",3,55,50,4,3,4
48 ,20.5,"Phường Trần Hưng Đạo, Quận Hoàn Kiếm",6,42,6,4,4,5
110 ,43.0,"Phường Khương Trung, Quận Thanh Xuân",9,55,30,4,2,11
130 ,28.0,"Phường Khương Mai, Quận Thanh Xuân",4,48,30,4,4,4
41 ,100.0,"Phường Cống Vị, Quận Ba Đình",0,0,0,0,4,2
60 ,8.25,"Phường Ngọc Thụy, Quận Long Biên",0,0,0,0,0,0
148 ,0.12,"Phường Lĩnh Nam, Quận Hoàng Mai",1,13,12,0,1,1
137 ,12.68,"Phường Yên Hòa, Quận Cầu Giấy",0,0,0,0,5,0
81 ,9.9,"Thị Trấn Trâu Quỳ, Huyện Gia Lâm",5,65,22,0,0,0
60 ,13.4,"Phường Nghĩa Đô, Quận Cầu Giấy",6,45,6,0,4,4
79 ,0.17,"Phường Giáp Bát, Quận Hoàng Mai",3,35,20,0,0,0
50 ,11.9,"Phường Cầu Diễn, Quận Nam Từ Liêm",4,4,12,2,4,4
80 ,15.0,"Phường Mễ Trì, Quận Nam Từ Liêm",5,45,12,0,0,0
60 ,6.0,"Phường Phương Mai, Quận Đống Đa",1,35,16,0,4,1
105 ,22.0,"Thị Trấn Văn Điển, Huyện Thanh Trì",1,10,25,0,0,0
310 ,126.0,"Phường Cát Linh, Quận Đống Đa",10,10,30,4,11,11
3600 ,200.0,"Phường Dịch Vọng, Quận Cầu Giấy",7,50,40,4,11,11
42 ,6.5,"Phường Mỹ Đình 1, Quận Nam Từ Liêm",4,0,0,0,0,0
130 ,33.0,"Phường Kiến Hưng, Quận Hà Đông",5,6,60,0,0,0
65 ,15.8,"Phường Thanh Xuân Bắc, Quận Thanh Xuân",5,46,30,0,0,0
90 ,13.5,"Phường Đại Kim, Quận Hoàng Mai",5,6,40,4,5,5
100 ,16.0,"Thị Trấn Trâu Quỳ, Huyện Gia Lâm",5,5,30,0,4,0
3211 ,11.9,"Phường Hàng Bột, Quận Đống Đa",5,0,30,0,0,0
138 ,31.0,"Phường Bạch Mai, Quận Hai Bà Trưng",7,7,20,4,10,6
100 ,69.0,"Phường Dịch Vọng, Quận Cầu Giấy",9,10,20,4,8,5
128 ,35.0,"Phường Cát Linh, Quận Đống Đa",6,6,20,4,4,3
55 ,19.8,"Phường Mai Dịch, Quận Cầu Giấy",6,51,15,4,8,0
136 ,61.0,"Phường Mai Dịch, Quận Cầu Giấy",9,8,30,0,0,0
45 ,3.1,"Phường Hoàng Liệt, Quận Hoàng Mai",0,0,0,0,0,0
45 ,5.6,"Phường Hoàng Liệt, Quận Hoàng Mai",0,0,7,0,0,0
100 ,15.8,"Phường Quang Trung, Quận Hà Đông",0,7,30,0,0,0
31 ,4.95,"Phường Vĩnh Phúc, Quận Ba Đình",7,42,6,4,4,4
40 ,11.0,"Phường Đội Cấn, Quận Ba Đình",4,31,0,0,3,2
30 ,12.0,"Phường Hàng Bạc, Quận Hoàn Kiếm",3,0,0,0,2,0
210 ,51.0,"Phường Phú Đô, Quận Nam Từ Liêm",4,8,50,4,4,4
56 ,21.5,"Phường Mai Dịch, Quận Cầu Giấy",7,45,12,1,6,6
36 ,0.378,"Phường Minh Khai, Quận Hai Bà Trưng",5,3,7,1,3,4
82 ,16.0,"Phường Mỹ Đình 1, Quận Nam Từ Liêm",3,48,10,0,4,4
50 ,17.7,"Phường Mai Dịch, Quận Cầu Giấy",0,5,15,1,1,1
85 ,12.2,"Phường Cầu Diễn, Quận Nam Từ Liêm",5,6,3,0,6,5
56 ,6.9,"Phường Quang Trung, Quận Đống Đa",4,45,0,0,0,0
56 ,6.9,"Phường Quang Trung, Quận Đống Đa",4,45,0,0,7,0
25 ,8.5,"Phường Cống Vị, Quận Ba Đình",3,41,15,4,2,3
55 ,33.0,"Phường Hàng Bông, Quận Hoàn Kiếm",4,33,12,1,3,4
55 ,33.0,"Phường Hàng Bông, Quận Hoàn Kiếm",4,33,12,1,4,4
30 ,8.9,"Phường Minh Khai, Quận Hai Bà Trưng",5,41,15,1,3,4
40 ,8.65,"Phường Phúc Đồng, Quận Long Biên",6,4,12,2,6,6
55 ,10.5,"Phường Phú La, Quận Hà Đông",3,5,12,1,3,3
110 ,48.5,"Phường Mỹ Đình 1, Quận Nam Từ Liêm",8,5,15,2,10,10
30 ,6.1,"Phường Láng Hạ, Quận Đống Đa",6,39,3,1,3,3
40 ,19.0,"Phường Văn Chương, Quận Đống Đa",0,0,5,0,0,0
55 ,15.5,"Phường Dịch Vọng, Quận Cầu Giấy",8,45,12,1,5,5
35 ,7.5,"Phường Bạch Mai, Quận Hai Bà Trưng",4,0,0,0,4,3
175 ,98.0,"Phường Dịch Vọng Hậu, Quận Cầu Giấy",1,8,30,0,0,0
63 ,15.2,"Phường Yên Hòa, Quận Cầu Giấy",5,4,0,4,0,0
54 ,5.0,"Phường Dịch Vọng, Quận Cầu Giấy",5,0,0,0,3,3
112 ,120.0,"Phường Dịch Vọng Hậu, Quận Cầu Giấy",11,75,30,4,0,0
260 ,93.0,"Phường Mai Dịch, Quận Cầu Giấy",8,11,15,4,11,11
140 ,14.0,"Phường Nghĩa Đô, Quận Cầu Giấy",4,7,7,0,4,4
56 ,25.0,"Phường Mai Dịch, Quận Cầu Giấy",5,46,30,2,4,4
32 ,4.99,"Phường Hoàng Văn Thụ, Quận Hoàng Mai",5,3,7,1,4,4
30 ,7.3,"Phường Cát Linh, Quận Đống Đa",4,0,0,0,0,0
70 ,15.0,"Phường Quan Hoa, Quận Cầu Giấy",9,5,4,0,11,11
300 ,71.0,"Phường Mỹ Đình 2, Quận Nam Từ Liêm",1,15,30,4,1,0
40 ,17.5,"Phường Dịch Vọng Hậu, Quận Cầu Giấy",6,4,40,0,6,6
40 ,16.5,"Phường Dịch Vọng Hậu, Quận Cầu Giấy",5,5,0,0,0,0
40 ,0.56,"Phường Dịch Vọng, Quận Cầu Giấy",5,5,0,0,0,0
39.2 ,7.5,"Phường Thụy Khuê, Quận Tây Hồ",5,0,0,1,3,3
94 ,26.5,"Phường Mỹ Đình 1, Quận Nam Từ Liêm",4,52,12,2,4,4
56 ,21.5,"Phường Mai Dịch, Quận Cầu Giấy",7,43,10,2,10,10
60 ,0.0,"Phường Dịch Vọng, Quận Cầu Giấy",0,0,0,0,0,0
136 ,62.0,"Phường Dịch Vọng, Quận Cầu Giấy",9,8,15,4,2,2
110 ,22.0,"Phường Thanh Nhàn, Quận Hai Bà Trưng",9,56,0,0,0,0
51 ,21.0,"Phường Cầu Diễn, Quận Nam Từ Liêm",6,3,30,0,6,0
75 ,46.0,"Phường Phương Liên, Quận Đống Đa",8,5,25,0,0,0
66 ,17.5,"Phường Ô Chợ Dừa, Quận Đống Đa",6,5,8,2,6,5
65 ,29.0,"Phường Dịch Vọng, Quận Cầu Giấy",5,71,25,0,0,0
55 ,37.0,"Phường Trung Hòa, Quận Cầu Giấy",4,42,25,3,4,0
122 ,38.6,"Phường Ô Chợ Dừa, Quận Đống Đa",6,68,15,3,6,5
176 ,75.0,"Phường Quảng An, Quận Tây Hồ",1,9,0,0,0,0
270 ,89.0,"Phường Trung Liệt, Quận Đống Đa",1,8,15,0,0,0
75 ,15.5,"Phường Bưởi, Quận Tây Hồ",4,65,25,0,0,0
76 ,25.0,"Phường Trung Phụng, Quận Đống Đa",1,43,20,0,0,0
210 ,98.0,"Phường Quảng An, Quận Tây Hồ",3,82,18,0,6,5
35 ,4.4,"Phường Phúc La, Quận Hà Đông",0,0,0,0,0,0
48 ,5.5,"Phường Văn Quán, Quận Hà Đông",0,0,0,0,0,0
51 ,15.9,"Phường Láng Hạ, Quận Đống Đa",4,0,6,4,3,3
139 ,52.5,"Phường Thụy Khuê, Quận Tây Hồ",6,66,19,4,8,6
53 ,3.6,"Xã Ngũ Hiệp, Huyện Thanh Trì",0,5,6,1,0,0
116 ,18.9,"Phường Mỹ Đình 1, Quận Nam Từ Liêm",1,7,10,0,2,2
100 ,48.0,"Phường Mai Dịch, Quận Cầu Giấy",10,10,15,2,5,10
55 ,21.5,"Phường Ô Chợ Dừa, Quận Đống Đa",0,0,0,0,0,0
54 ,0.135,"Phường Quang Trung, Quận Hà Đông",0,6,10,0,0,0
124 ,11.25,"Phường Giảng Võ, Quận Ba Đình",1,20,10,4,1,1
100 ,33.5,"Phường Nghĩa Tân, Quận Cầu Giấy",4,10,15,4,3,3
420 ,83.0,"Phường Liễu Giai, Quận Ba Đình",7,12,10,4,11,6
250 ,120.0,"Phường Lê Đại Hành, Quận Hai Bà Trưng",10,7,0,4,9,9
380 ,350.0,"Phường Chương Dương Độ, Quận Hoàn Kiếm",9,10,26,4,8,8
60 ,25.5,"Phường Dịch Vọng, Quận Cầu Giấy",5,45,30,1,4,4
70 ,35.5,"Phường Dịch Vọng, Quận Cầu Giấy",4,45,30,1,4,4
140 ,52.5,"Phường Ngọc Hà, Quận Ba Đình",6,66,20,4,7,6
130 ,45.0,"Phường Nhật Tân, Quận Tây Hồ",5,55,8,0,10,11
64 ,16.0,"Phường Trung Hòa, Quận Cầu Giấy",7,0,7,4,6,6
82 ,32.0,"Phường Mễ Trì, Quận Nam Từ Liêm",9,6,12,2,5,8
145 ,50.0,", Quận Hai Bà Trưng",9,75,0,0,0,0
50 ,5.3,"Thị Trấn Trâu Quỳ, Huyện Gia Lâm",0,0,8,0,0,0
111 ,33.0,"Phường Trung Hòa, Quận Cầu Giấy",8,54,13,1,11,11
85 ,25.0,"Phường Cầu Diễn, Quận Nam Từ Liêm",6,6,50,2,3,7
50 ,6.75,"Phường Trung Hòa, Quận Cầu Giấy",4,4,4,0,4,4
94 ,36.9,"Phường Mai Dịch, Quận Cầu Giấy",8,95,15,2,5,8
69 ,42.5,"Phường Yên Phụ, Quận Tây Hồ",5,57,0,0,0,0
75 ,0.2,"Phường Cổ Nhuế 1, Quận Bắc Từ Liêm",5,48,15,2,4,0
291 ,172.0,"Phường Nghĩa Đô, Quận Cầu Giấy",9,8,30,4,0,0
50 ,6.0,"Phường Cống Vị, Quận Ba Đình",4,0,0,1,4,4
57 ,7.5,"Phường Láng Thượng, Quận Đống Đa",5,0,0,0,4,2
64 ,7.0,"Phường Đội Cấn, Quận Ba Đình",5,15,15,3,4,2
225 ,150.0,"Phường Trung Hòa, Quận Cầu Giấy",10,15,30,4,4,0
55 ,9.5,"Phường Bồ Đề, Quận Long Biên",5,4,8,0,0,0
45 ,31.3,"Phường Trung Liệt, Quận Đống Đa",7,64,20,4,0,0
116 ,71.0,"Phường Hàng Bột, Quận Đống Đa",9,65,20,2,10,0
50 ,17.5,"Phường Phú Đô, Quận Nam Từ Liêm",6,4,13,2,9,8
225 ,150.0,"Phường Trung Hòa, Quận Cầu Giấy",10,23,30,4,4,0
78 ,23.0,"Phường Mai Dịch, Quận Cầu Giấy",3,23,30,0,4,0
95 ,40.0,"Phường Ngọc Khánh, Quận Ba Đình",10,6,30,4,2,10
129 ,44.0,"Phường Quảng An, Quận Tây Hồ",4,0,0,0,0,0
129 ,44.0,"Phường Quảng An, Quận Tây Hồ",4,0,0,0,0,0
109 ,60.0,"Phường Trung Hòa, Quận Cầu Giấy",8,0,0,3,4,4
118 ,38.8,"Phường Ô Chợ Dừa, Quận Đống Đa",6,66,7,0,6,0
35 ,4.3,"Phường Văn Quán, Quận Hà Đông",0,0,0,0,0,0
42 ,7.5,"Phường Phúc La, Quận Hà Đông",0,0,0,0,0,0
45 ,5.6,"Phường Biên Giang, Quận Hà Đông",0,0,0,0,0,0
36 ,3.86,"Phường Phúc La, Quận Hà Đông",0,0,0,0,0,0
40 ,0.0,"Phường Dịch Vọng Hậu, Quận Cầu Giấy",2,4,0,1,2,2
40 ,11.0,"Phường Dịch Vọng, Quận Cầu Giấy",6,45,24,1,5,5
50 ,22.0,"Phường Dịch Vọng Hậu, Quận Cầu Giấy",5,45,30,1,6,6
50 ,26.0,"Phường Nghĩa Đô, Quận Cầu Giấy",7,45,50,2,6,6
40 ,6.5,"Phường Đức Giang, Quận Long Biên",5,35,0,0,5,4
45 ,1.8,"Phường Quang Trung, Quận Đống Đa",4,5,4,0,4,3
130 ,33.0,"Phường Hạ Đình, Quận Thanh Xuân",5,6,60,0,0,0
120 ,6.0,"Phường Trung Hòa, Quận Cầu Giấy",5,6,14,0,0,0
47 ,0.075,"Phường Thanh Nhàn, Quận Hai Bà Trưng",0,0,0,0,0,0
60 ,5.0,"Phường Bưởi, Quận Tây Hồ",0,0,0,0,0,0
65 ,22.75,"Phường Hàng Bồ, Quận Hoàn Kiếm",6,0,20,0,4,0
55 ,19.0,"Phường Mai Dịch, Quận Cầu Giấy",6,51,15,0,0,0
82 ,11.0,"Phường Phú Đô, Quận Nam Từ Liêm",1,65,12,0,2,2
50 ,13.0,"Phường Thịnh Quang, Quận Đống Đa",7,6,5,0,5,5
33 ,4.0,"Phường Cự Khối, Quận Long Biên",5,5,0,0,4,3
105 ,55.0,"Phường Kim Liên, Quận Đống Đa",9,790000009536743,0,0,0,0
75 ,52.0,"Phường Trung Liệt, Quận Đống Đa",7,6,30,1,6,6
200 ,130.0,"Phường Trung Hòa, Quận Cầu Giấy",7,10,40,4,6,6
70 ,36.0,"Phường Dịch Vọng Hậu, Quận Cầu Giấy",8,5,30,1,6,6
75 ,21.0,"Phường Mỹ Đình 2, Quận Nam Từ Liêm",4,45,15,0,3,0
20 ,2400.0,"Phường Ngọc Lâm, Quận Long Biên",4,3,0,0,2,3
30 ,2850.0,"Phường Ngọc Thụy, Quận Long Biên",4,0,0,0,4,3
72 ,12.8,"Phường Mộ Lao, Quận Hà Đông",7,4,4,1,11,11
90 ,22.0,"Phường Liễu Giai, Quận Ba Đình",6,5,5,2,4,5
160 ,60.0,"Phường Ô Chợ Dừa, Quận Đống Đa",5,55,60,1,5,5
63 ,25.0,"Phường Mai Dịch, Quận Cầu Giấy",5,48,50,0,6,6
195 ,53.0,"Phường Khương Mai, Quận Thanh Xuân",3,75,30,4,6,9
58 ,20.0,"Phường Ngã Tư Sở, Quận Đống Đa",4,45,20,4,2,4
38 ,3.5,"Phường Đồng Tâm, Quận Hai Bà Trưng",5,35,10,0,4,4
63 ,9.5,"Phường Vạn Phúc, Quận Hà Đông",5,43,7,0,0,0
62 ,10.0,"Phường Mỹ Đình 1, Quận Nam Từ Liêm",5,0,0,0,5,5
50 ,27.0,"Phường Thụy Khuê, Quận Tây Hồ",4,8,8,4,4,4
40 ,6.6,"Phường Trung Hòa, Quận Cầu Giấy",0,0,0,0,0,0
41 ,5.9,"Phường Ngã Tư Sở, Quận Đống Đa",3,3,40,0,3,3
60 ,8.0,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm",4,4,12,4,5,0
50 ,9.3,"Phường Nhân Chính, Quận Thanh Xuân",2,0,0,0,0,0
98 ,18.0,"Phường Giáp Bát, Quận Hoàng Mai",0,52,10,0,0,0
34 ,6.4,"Phường Văn Quán, Quận Hà Đông",0,0,0,0,0,0
31 ,4.7,"Phường Ngã Tư Sở, Quận Đống Đa",4,5,0,0,0,0
